freq,epsilon_r       ,epsilon_i       
90171428571,1.982,-0.00201
90200000000,1.982,-0.00202
90228571429,1.982,-0.00203
90257142857,1.982,-0.00205
90285714286,1.982,-0.00206
90314285714,1.982,-0.00207
90342857143,1.982,-0.00208
90371428571,1.982,-0.0021
90400000000,1.982,-0.00211
90428571429,1.982,-0.00212
90457142857,1.982,-0.00214
90485714286,1.982,-0.00249
90514285714,1.982,-0.00252
90542857143,1.982,-0.00254
90571428571,1.982,-0.00256
90600000000,1.982,-0.0022
90628571429,1.982,-0.00221
90657142857,1.982,-0.00222
90685714286,1.982,-0.00223
90714285714,1.982,-0.00224
90742857143,1.982,-0.00226
90771428571,1.982,-0.00227
90800000000,1.982,-0.00228
90828571429,1.982,-0.00229
90857142857,1.982,-0.0023
90885714286,1.982,-0.00231
90914285714,1.982,-0.00232
90942857143,1.982,-0.00233
90971428571,1.982,-0.00234
91000000000,1.982,-0.00235
91028571429,1.982,-0.00236
91057142857,1.982,-0.00238
91085714286,1.982,-0.00238
91114285714,1.982,-0.00239
91142857143,1.982,-0.0024
91171428571,1.982,-0.00241
91200000000,1.982,-0.00242
91228571429,1.982,-0.00243
91257142857,1.982,-0.00244
91285714286,1.982,-0.00245
91314285714,1.982,-0.00246
91342857143,1.982,-0.00247
91371428571,1.982,-0.00248
91400000000,1.982,-0.00248
91428571429,1.982,-0.00249
91457142857,1.982,-0.0025
91485714286,1.982,-0.00251
91514285714,1.982,-0.00252
91542857143,1.982,-0.00252
91571428571,1.982,-0.00253
91600000000,1.982,-0.00254
91628571429,1.982,-0.00255
91657142857,1.982,-0.00255
91685714286,1.982,-0.00256
91714285714,1.982,-0.00257
91742857143,1.982,-0.00257
91771428571,1.982,-0.00258
91800000000,1.982,-0.00259
91828571429,1.982,-0.00259
91857142857,1.982,-0.0026
91885714286,1.982,-0.0026
91914285714,1.982,-0.00261
91942857143,1.982,-0.00262
91971428571,1.982,-0.00262
92000000000,1.982,-0.00263
92028571429,1.982,-0.00263
92057142857,1.982,-0.00264
92085714286,1.982,-0.00264
92114285714,1.982,-0.00265
92142857143,1.982,-0.00265
92171428571,1.982,-0.00266
92200000000,1.982,-0.00266
92228571429,1.982,-0.00267
92257142857,1.983,-0.00267
92285714286,1.983,-0.00268
92314285714,1.983,-0.00268
92342857143,1.983,-0.00269
92371428571,1.983,-0.00269
92400000000,1.983,-0.0027
92428571429,1.983,-0.0027
92457142857,1.983,-0.0027
92485714286,1.983,-0.00271
92514285714,1.983,-0.00271
92542857143,1.983,-0.00272
92571428571,1.983,-0.00272
92600000000,1.983,-0.00272
92628571429,1.983,-0.00273
92657142857,1.983,-0.00273
92685714286,1.983,-0.00273
92714285714,1.983,-0.00274
92742857143,1.983,-0.0032
92771428571,1.983,-0.0032
92800000000,1.983,-0.00319
92828571429,1.983,-0.00275
92857142857,1.983,-0.00275
92885714286,1.983,-0.00275
92914285714,1.983,-0.00275
92942857143,1.983,-0.00276
92971428571,1.983,-0.00276
93000000000,1.983,-0.00276
93028571429,1.983,-0.00276
93057142857,1.983,-0.00276
93085714286,1.983,-0.00276
93114285714,1.983,-0.00276
93142857143,1.983,-0.00276
93171428571,1.983,-0.00277
93200000000,1.983,-0.00277
93228571429,1.983,-0.00277
93257142857,1.983,-0.00277
93285714286,1.983,-0.00277
93314285714,1.983,-0.00277
93342857143,1.983,-0.00276
93371428571,1.983,-0.00276
93400000000,1.983,-0.00276
93428571429,1.983,-0.00276
93457142857,1.983,-0.00276
93485714286,1.983,-0.00276
93514285714,1.983,-0.00276
93542857143,1.983,-0.00275
93571428571,1.983,-0.00275
93600000000,1.983,-0.00275
93628571429,1.983,-0.00275
93657142857,1.983,-0.00274
93685714286,1.983,-0.00274
93714285714,1.983,-0.00274
93742857143,1.983,-0.00273
93771428571,1.983,-0.00273
93800000000,1.983,-0.00272
93828571429,1.984,-0.00272
93857142857,1.984,-0.00271
93885714286,1.984,-0.00271
93914285714,1.984,-0.0027
93942857143,1.984,-0.00269
93971428571,1.984,-0.00269
94000000000,1.984,-0.00268
94028571429,1.984,-0.00267
94057142857,1.984,-0.00267
94085714286,1.984,-0.00266
94114285714,1.984,-0.00265
94142857143,1.984,-0.00264
94171428571,1.984,-0.00263
94200000000,1.984,-0.00263
94228571429,1.984,-0.00262
94257142857,1.984,-0.00261
94285714286,1.984,-0.0026
94314285714,1.984,-0.00259
94342857143,1.984,-0.00258
94371428571,1.984,-0.00257
94400000000,1.984,-0.00255
94428571429,1.984,-0.00254
94457142857,1.984,-0.00253
94485714286,1.984,-0.00252
94514285714,1.984,-0.00251
94542857143,1.984,-0.0025
94571428571,1.984,-0.00248
94600000000,1.984,-0.00247
94628571429,1.984,-0.00246
94657142857,1.984,-0.00245
94685714286,1.984,-0.00243
94714285714,1.984,-0.00242
94742857143,1.984,-0.00241
94771428571,1.984,-0.00239
94800000000,1.984,-0.00238
94828571429,1.984,-0.00236
94857142857,1.985,-0.00235
94885714286,1.985,-0.00234
94914285714,1.985,-0.00232
94942857143,1.985,-0.00231
94971428571,1.985,-0.00229
95000000000,1.985,-0.00228
95028571429,1.985,-0.00226
95057142857,1.985,-0.00225
95085714286,1.985,-0.00223
95114285714,1.985,-0.00222
95142857143,1.985,-0.0022
95171428571,1.985,-0.00219
95200000000,1.985,-0.00217
95228571429,1.985,-0.00216
95257142857,1.985,-0.00214
95285714286,1.985,-0.00213
95314285714,1.985,-0.00211
95342857143,1.985,-0.0021
95371428571,1.985,-0.00208
95400000000,1.985,-0.00207
95428571429,1.985,-0.00205
95457142857,1.985,-0.00204
95485714286,1.985,-0.00202
95514285714,1.985,-0.00201
95542857143,1.985,-0.002
95571428571,1.985,-0.00198
95600000000,1.985,-0.00197
95628571429,1.985,-0.00196
95657142857,1.985,-0.00194
95685714286,1.985,-0.00193
95714285714,1.985,-0.00192
95742857143,1.985,-0.0019
95771428571,1.985,-0.00189
95800000000,1.986,-0.00188
95828571429,1.986,-0.00187
95857142857,1.986,-0.00186
95885714286,1.986,-0.00185
95914285714,1.986,-0.00184
95942857143,1.986,-0.00183
95971428571,1.986,-0.00182
96000000000,1.986,-0.00181
96028571429,1.986,-0.0018
96057142857,1.986,-0.00179
96085714286,1.986,-0.00178
96114285714,1.986,-0.00177
96142857143,1.986,-0.00177
96171428571,1.986,-0.00176
96200000000,1.986,-0.00175
96228571429,1.986,-0.00175
96257142857,1.986,-0.00174
96285714286,1.986,-0.00174
96314285714,1.986,-0.00173
96342857143,1.986,-0.00173
96371428571,1.986,-0.00172
96400000000,1.986,-0.00172
96428571429,1.986,-0.00172
96457142857,1.986,-0.00172
96485714286,1.986,-0.00199
96514285714,1.986,-0.00199
96542857143,1.986,-0.002
96571428571,1.986,-0.00201
96600000000,1.986,-0.00171
96628571429,1.986,-0.00171
96657142857,1.986,-0.00171
96685714286,1.986,-0.00172
96714285714,1.986,-0.00172
96742857143,1.986,-0.00172
96771428571,1.986,-0.00172
96800000000,1.986,-0.00173
96828571429,1.986,-0.00201
96857142857,1.986,-0.00202
96885714286,1.986,-0.00203
96914285714,1.986,-0.00204
96942857143,1.986,-0.00245
96971428571,1.986,-0.00247
97000000000,1.986,-0.00249
97028571429,1.986,-0.00208
97057142857,1.986,-0.00209
97085714286,1.986,-0.0021
97114285714,1.986,-0.00212
97142857143,1.986,-0.00213
97171428571,1.986,-0.00215
97200000000,1.986,-0.00184
97228571429,1.986,-0.00185
97257142857,1.986,-0.00186
97285714286,1.986,-0.00188
97314285714,1.986,-0.00189
97342857143,1.986,-0.00191
97371428571,1.986,-0.00192
97400000000,1.986,-0.00193
97428571429,1.986,-0.00195
97457142857,1.986,-0.00197
97485714286,1.986,-0.00198
97514285714,1.986,-0.002
97542857143,1.987,-0.00202
97571428571,1.987,-0.00203
97600000000,1.987,-0.00205
97628571429,1.987,-0.00207
97657142857,1.987,-0.00209
97685714286,1.987,-0.00211
97714285714,1.987,-0.00213
97742857143,1.987,-0.00215
97771428571,1.987,-0.00217
97800000000,1.987,-0.00219
97828571429,1.987,-0.0026
97857142857,1.987,-0.00262
97885714286,1.987,-0.00264
97914285714,1.987,-0.00266
97942857143,1.987,-0.00269
97971428571,1.987,-0.00271
98000000000,1.987,-0.00273
98028571429,1.987,-0.00276
98057142857,1.987,-0.00278
98085714286,1.987,-0.00242
98114285714,1.987,-0.00244
98142857143,1.987,-0.00289
98171428571,1.987,-0.00291
98200000000,1.987,-0.00294
98228571429,1.987,-0.00296
98257142857,1.987,-0.00298
98285714286,1.987,-0.00301
98314285714,1.987,-0.00261
98342857143,1.987,-0.00264
98371428571,1.987,-0.00266
98400000000,1.987,-0.00269
98428571429,1.987,-0.00271
98457142857,1.987,-0.00274
98485714286,1.987,-0.00276
98514285714,1.987,-0.00279
98542857143,1.987,-0.00281
98571428571,1.987,-0.00283
98600000000,1.987,-0.00286
98628571429,1.987,-0.00288
98657142857,1.987,-0.00291
98685714286,1.987,-0.00293
98714285714,1.987,-0.00345
98742857143,1.987,-0.00347
98771428571,1.987,-0.00349
98800000000,1.987,-0.00351
98828571429,1.987,-0.00304
98857142857,1.987,-0.00307
98885714286,1.987,-0.00309
98914285714,1.987,-0.00311
98942857143,1.987,-0.00313
98971428571,1.987,-0.00315
99000000000,1.987,-0.00317
99028571429,1.987,-0.00319
99057142857,1.987,-0.00321
99085714286,1.987,-0.00322
99114285714,1.987,-0.00324
99142857143,1.987,-0.00326
99171428571,1.987,-0.00328
99200000000,1.987,-0.00329
99228571429,1.987,-0.00331
99257142857,1.987,-0.00332
99285714286,1.987,-0.00334
99314285714,1.987,-0.00335
99342857143,1.988,-0.00336
99371428571,1.988,-0.00337
99400000000,1.988,-0.00339
99428571429,1.988,-0.0034
99457142857,1.988,-0.00341
99485714286,1.988,-0.00397
99514285714,1.988,-0.00399
99542857143,1.988,-0.004
99571428571,1.988,-0.00402
99600000000,1.988,-0.00344
99628571429,1.988,-0.00345
99657142857,1.988,-0.00345
99685714286,1.988,-0.00346
99714285714,1.988,-0.00346
99742857143,1.988,-0.00346
99771428571,1.988,-0.00346
99800000000,1.988,-0.00346
99828571429,1.988,-0.00346
99857142857,1.988,-0.00346
99885714286,1.988,-0.00346
99914285714,1.988,-0.00346
99942857143,1.988,-0.00345
99971428571,1.988,-0.00345
100000000000,1.988,-0.00344
100028571430,1.989,-0.00344
100057142860,1.989,-0.00343
100085714290,1.989,-0.00342
100114285710,1.989,-0.00341
100142857140,1.989,-0.0034
100171428570,1.989,-0.00339
100200000000,1.989,-0.00338
100228571430,1.989,-0.00336
100257142860,1.989,-0.00335
100285714290,1.989,-0.00334
100314285710,1.989,-0.00332
100342857140,1.989,-0.0033
100371428570,1.989,-0.00329
100400000000,1.989,-0.00327
100428571430,1.989,-0.00325
100457142860,1.989,-0.00323
100485714290,1.989,-0.00321
100514285710,1.989,-0.00319
100542857140,1.989,-0.00317
100571428570,1.99,-0.00314
100600000000,1.99,-0.00312
100628571430,1.99,-0.0031
100657142860,1.99,-0.00307
100685714290,1.99,-0.00305
100714285710,1.99,-0.00302
100742857140,1.99,-0.00299
100771428570,1.99,-0.00296
100800000000,1.99,-0.00294
100828571430,1.99,-0.00291
100857142860,1.99,-0.00288
100885714290,1.99,-0.00284
100914285710,1.99,-0.00281
100942857140,1.99,-0.00278
100971428570,1.99,-0.00275
101000000000,1.99,-0.00272
101028571430,1.99,-0.00268
101057142860,1.99,-0.00265
101085714290,1.991,-0.00261
101114285710,1.991,-0.00258
101142857140,1.991,-0.00254
101171428570,1.991,-0.0025
101200000000,1.991,-0.00247
101228571430,1.991,-0.00243
101257142860,1.991,-0.00239
101285714290,1.991,-0.00276
101314285710,1.991,-0.0027
101342857140,1.991,-0.00265
101371428570,1.991,-0.0026
101400000000,1.991,-0.00254
101428571430,1.991,-0.00215
101457142860,1.991,-0.00211
101485714290,1.991,-0.00207
101514285710,1.991,-0.00203
101542857140,1.991,-0.00198
101571428570,1.991,-0.00194
101600000000,1.991,-0.0019
101628571430,1.992,-0.00186
101657142860,1.992,-0.00181
101685714290,1.992,-0.00177
101714285710,1.992,-0.00173
101742857140,1.992,-0.00168
101771428570,1.992,-0.00164
101800000000,1.992,-0.0016
101828571430,1.992,-0.00155
101857142860,1.992,-0.00151
101885714290,1.992,-0.00146
101914285710,1.992,-0.00142
101942857140,1.992,-0.00138
101971428570,1.992,-0.00133
102000000000,1.992,-0.00129
102028571430,1.992,-0.00125
102057142860,1.992,-0.0012
102085714290,1.992,-0.00134
102114285710,1.992,-0.0013
102142857140,1.992,-0.00127
102171428570,1.992,-0.00103
102200000000,1.992,-0.00099
102228571430,1.992,-0.00095
102257142860,1.992,-0.00091
102285714290,1.992,-0.00087
102314285710,1.992,-0.00095
102342857140,1.992,-0.00092
102371428570,1.992,-0.00089
102400000000,1.993,-0.00071
102428571430,1.993,-0.00068
102457142860,1.993,-0.00064
102485714290,1.993,-0.0006
102514285710,1.993,-0.00057
102542857140,1.993,-0.00053
102571428570,1.993,-0.00058
102600000000,1.993,-0.00055
102628571430,1.993,-0.00044
102657142860,1.993,-0.00041
102685714290,1.993,-0.00038
102714285710,1.993,-0.00035
102742857140,1.993,-0.00036
102771428570,1.993,-0.00034
102800000000,1.993,-0.00032
102828571430,1.993,-0.0003
102857142860,1.993,-0.00022
102885714290,1.993,-0.0002
102914285710,1.993,-0.00018
102942857140,1.993,-0.00016
102971428570,1.993,-0.00015
103000000000,1.993,-0.00013
103028571430,1.993,-0.00012
103057142860,1.993,-0.0001
103085714290,1.993,-0.00009
103114285710,1.993,-0.00008
103142857140,1.992,-0.00007
103171428570,1.992,-0.00007
103200000000,1.992,-0.00006
103228571430,1.992,-0.00006
103257142860,1.992,-0.00006
103285714290,1.992,-0.00006
103314285710,1.992,-0.00006
103342857140,1.992,-0.00007
103371428570,1.992,-0.00008
103400000000,1.992,-0.00008
103428571430,1.992,-0.0001
103457142860,1.992,-0.00011
103485714290,1.992,-0.00012
103514285710,1.992,-0.00014
103542857140,1.992,-0.00016
103571428570,1.992,-0.00018
103600000000,1.992,-0.0002
103628571430,1.992,-0.00022
103657142860,1.992,-0.00025
103685714290,1.992,-0.00028
103714285710,1.992,-0.00031
103742857140,1.992,-0.00034
103771428570,1.992,-0.00038
103800000000,1.992,-0.00041
103828571430,1.992,-0.00045
103857142860,1.992,-0.00049
103885714290,1.992,-0.00054
103914285710,1.992,-0.00058
103942857140,1.992,-0.00063
103971428570,1.992,-0.00068
104000000000,1.992,-0.00073
104028571430,1.992,-0.00078
104057142860,1.992,-0.00084
104085714290,1.991,-0.00089
104114285710,1.991,-0.00095
104142857140,1.991,-0.00101
104171428570,1.991,-0.00107
104200000000,1.991,-0.00114
104228571430,1.991,-0.0012
104257142860,1.991,-0.00127
104285714290,1.991,-0.00134
104314285710,1.991,-0.00141
104342857140,1.991,-0.00148
104371428570,1.991,-0.0022
104400000000,1.991,-0.00228
104428571430,1.991,-0.00198
104457142860,1.991,-0.00206
104485714290,1.991,-0.00185
104514285710,1.991,-0.00193
104542857140,1.991,-0.00236
104571428570,1.991,-0.00243
104600000000,1.991,-0.00217
104628571430,1.991,-0.00225
104657142860,1.991,-0.00273
104685714290,1.991,-0.00242
104714285710,1.991,-0.00251
104742857140,1.991,-0.00259
104771428570,1.991,-0.00267
104800000000,1.991,-0.00276
104828571430,1.991,-0.00285
104857142860,1.991,-0.00293
104885714290,1.991,-0.00302
104914285710,1.991,-0.0031
104942857140,1.991,-0.00319
104971428570,1.992,-0.00327
105000000000,1.992,-0.00336
105028571430,1.992,-0.00345
105057142860,1.992,-0.00353
105085714290,1.992,-0.00361
105114285710,1.992,-0.0037
105142857140,1.992,-0.00378
105171428570,1.992,-0.00386
105200000000,1.992,-0.00394
105228571430,1.992,-0.00402
105257142860,1.992,-0.0041
105285714290,1.992,-0.00418
105314285710,1.992,-0.00426
105342857140,1.992,-0.00434
105371428570,1.992,-0.00441
105400000000,1.992,-0.00449
105428571430,1.993,-0.00456
105457142860,1.993,-0.00463
105485714290,1.993,-0.0047
105514285710,1.993,-0.00477
105542857140,1.993,-0.00484
105571428570,1.993,-0.0049
105600000000,1.993,-0.00497
105628571430,1.993,-0.00503
105657142860,1.993,-0.00509
105685714290,1.993,-0.00515
105714285710,1.993,-0.0052
105742857140,1.994,-0.00526
105771428570,1.994,-0.00531
105800000000,1.994,-0.00536
105828571430,1.994,-0.00541
105857142860,1.994,-0.00546
105885714290,1.994,-0.0055
105914285710,1.994,-0.00555
105942857140,1.994,-0.00559
105971428570,1.994,-0.00563
106000000000,1.995,-0.00567
106028571430,1.995,-0.0057
106057142860,1.995,-0.00574
106085714290,1.995,-0.00577
106114285710,1.995,-0.0058
106142857140,1.995,-0.00583
106171428570,1.995,-0.00585
106200000000,1.995,-0.00587
106228571430,1.995,-0.0059
106257142860,1.996,-0.00592
106285714290,1.996,-0.00593
106314285710,1.996,-0.00595
106342857140,1.996,-0.00596
106371428570,1.996,-0.00597
106400000000,1.996,-0.00598
106428571430,1.996,-0.00599
106457142860,1.996,-0.006
106485714290,1.997,-0.006
106514285710,1.997,-0.006
106542857140,1.997,-0.006
106571428570,1.997,-0.006
106600000000,1.997,-0.006
106628571430,1.997,-0.00599
106657142860,1.997,-0.00599
106685714290,1.997,-0.00598
106714285710,1.998,-0.00597
106742857140,1.998,-0.00595
106771428570,1.998,-0.00594
106800000000,1.998,-0.00592
106828571430,1.998,-0.0059
106857142860,1.998,-0.00588
106885714290,1.998,-0.00586
106914285710,1.998,-0.00584
106942857140,1.998,-0.00582
106971428570,1.999,-0.00579
107000000000,1.999,-0.00576
107028571430,1.999,-0.00573
107057142860,1.999,-0.0057
107085714290,1.999,-0.00567
107114285710,1.999,-0.00563
107142857140,1.999,-0.0056
107171428570,1.999,-0.00556
107200000000,1.999,-0.00552
107228571430,2,-0.00548
107257142860,2,-0.00543
107285714290,2,-0.00539
107314285710,2,-0.00534
107342857140,2,-0.0053
107371428570,2,-0.00525
107400000000,2,-0.0052
107428571430,2,-0.00515
107457142860,2,-0.00509
107485714290,2,-0.00504
107514285710,2,-0.00498
107542857140,2,-0.00492
107571428570,2.001,-0.00486
107600000000,2.001,-0.0048
107628571430,2.001,-0.00474
107657142860,2.001,-0.00467
107685714290,2.001,-0.0046
107714285710,2.001,-0.00453
107742857140,2.001,-0.00446
107771428570,2.001,-0.00439
107800000000,2.001,-0.00432
107828571430,2.001,-0.00424
107857142860,2.001,-0.00417
107885714290,2.001,-0.00409
107914285710,2.001,-0.004
107942857140,2.001,-0.00392
107971428570,2.001,-0.00384
108000000000,2.001,-0.00375
108028571430,2.001,-0.00366
108057142860,2.001,-0.00357
108085714290,2.001,-0.00348
108114285710,2.001,-0.00338
108142857140,2.001,-0.00328
108171428570,2.001,-0.00318
108200000000,2.001,-0.00308
108228571430,2.001,-0.00298
108257142860,2.001,-0.00288
108285714290,2.001,-0.00277
108314285710,2.001,-0.00266
108342857140,2.001,-0.00255
108371428570,2,-0.00243
108400000000,2,-0.00232
108428571430,2,-0.0022
108457142860,2,-0.00208
108485714290,2,-0.00196
108514285710,2,-0.00184
108542857140,2,-0.00172
108571428570,2,-0.00159
108600000000,1.999,-0.00146
108628571430,1.999,-0.00134
108657142860,1.999,-0.00121
108685714290,1.999,-0.00153
108714285710,1.999,-0.00094
108742857140,1.998,-0.00094
108771428570,1.998,-0.00068
108800000000,1.998,-0.00054
108828571430,1.998,-0.00041
108857142860,1.997,-0.00028
108885714290,1.997,-0.00014
108914285710,1.997,0.00001
108942857140,1.996,0.00015
108971428570,1.996,0.0003
109000000000,1.996,0.00044
109028571430,1.995,0.00052
109057142860,1.995,0.00065
109085714290,1.994,0.00113
109114285710,1.994,0.00126
109142857140,1.994,0.0012
109171428570,1.993,0.00116
109200000000,1.993,0.00128
109228571430,1.992,0.0014
109257142860,1.992,0.00152
109285714290,1.991,0.00163
109314285710,1.991,0.00175
109342857140,1.99,0.00185
109371428570,1.989,0.00196
109400000000,1.989,0.00206
109428571430,1.988,0.00216
109457142860,1.988,0.00225
109485714290,1.987,0.00234
109514285710,1.986,0.00243
109542857140,1.986,0.00251
109571428570,1.985,0.00259
109600000000,1.984,0.00266
109628571430,1.983,0.00273
109657142860,1.983,0.00279
109685714290,1.982,0.00285
109714285710,1.981,0.0029
109742857140,1.98,0.00345
109771428570,1.979,0.00349
109800000000,1.978,0.00352
109828571430,1.978,0.00306
109857142860,1.977,0.00309
109885714290,1.976,0.00311
109914285710,1.975,0.00312
109942857140,1.974,0.00313
109971428570,1.973,0.00314
110000000000,1.972,0.00314
